filename,width,height,class,xmin,ymin,xmax,ymax
mango007S(6).JPG,816,612,mango,443,252,567,339
doughnut004S(2).JPG,816,612,doughnut,387,273,640,372
doughnut008T(14).JPG,816,612,doughnut,386,212,663,462
apple001S(1).JPG,816,551,apple,326,229,540,401
orange015T(6).JPG,504,378,orange,232,119,334,239
litchi001T(6).JPG,816,612,litchi,429,214,560,338
mooncake002S(14).JPG,816,612,mooncake,476,329,594,387
mooncake004S(3).JPG,816,612,mooncake,462,309,591,368
grape002S(14).JPG,816,612,grape,376,227,683,394
mango010S(2).JPG,816,612,mango,445,253,651,355
tomato004T(5).JPG,816,612,tomato,424,206,643,423
doughnut009S(10).JPG,816,612,doughnut,427,263,698,363
bread005T(3).JPG,816,612,bread,191,76,575,436
apple016S(5).JPG,816,612,apple,404,124,629,336
orange002T(2).JPG,816,612,orange,392,158,690,487
doughnut008S(10).JPG,816,612,doughnut,456,274,704,364
egg002s(8).JPG,816,612,egg,408,203,566,331
orange012T(2).JPG,504,378,orange,202,139,299,233
mooncake002T(10).JPG,816,612,mooncake,471,305,614,448
pear002T(9).JPG,816,612,pear,431,238,605,428
mix001T(2).JPG,816,612,orange,89,236,319,464
mix001T(2).JPG,816,612,apple,366,236,580,444
mooncake003T(10).JPG,816,612,mooncake,420,240,560,378
mix011T(2).JPG,816,612,tomato,361,91,537,271
mix011T(2).JPG,816,612,orange,325,314,522,509
mooncake003S(7).JPG,816,612,mooncake,485,305,606,369
banana013S(8).JPG,816,612,banana,317,284,687,370
mix007S(5).JPG,816,612,banana,342,326,517,398
mix007S(5).JPG,816,612,mango,534,279,695,397
tomato004T(23).JPG,816,612,tomato,458,247,659,454
mango006T(5).JPG,816,612,mango,467,248,620,491
doughnut005T(1).JPG,816,612,doughnut,385,203,666,476
apple010T(2).JPG,816,612,apple,161,267,376,485
banana008T(1).JPG,816,612,banana,268,15,503,546
tomato002S(2).JPG,816,612,tomato,416,210,586,353
sachima005S(2).JPG,816,612,sachima,429,245,628,353
mix004S(3).JPG,816,612,apple,313,183,526,386
mix004S(3).JPG,816,612,qiwi,586,252,785,392
mooncake006T(6).JPG,816,612,mooncake,430,239,653,465
mix014S(3).JPG,816,612,mango,292,381,453,504
mix014S(3).JPG,816,612,pear,559,282,781,498
mango007S(11).JPG,816,612,mango,427,283,594,374
tomato001S(4).JPG,816,612,tomato,119,373,178,434
orange008S(19).JPG,816,612,orange,451,211,627,375
peach003S(1).JPG,816,612,peach,484,247,652,397
bun006S(6).JPG,816,612,bun,418,270,735,444
apple013T(4).JPG,816,612,apple,286,257,510,474
orange011T(12).JPG,816,612,orange,463,226,696,474
orange007S(3).JPG,816,612,orange,372,217,576,406
mango005T(3).JPG,816,612,mango,414,201,525,387
mango006S(11).JPG,816,612,mango,461,299,657,398
doughnut006T(7).JPG,816,612,doughnut,393,180,666,479
orange010T(12).JPG,816,612,orange,441,204,677,456
litchi003S(3).JPG,816,612,litchi,468,315,589,425
egg007T(9).JPG,816,612,egg,503,265,637,438
apple017S(25).JPG,816,612,apple,432,202,661,404
orange011T(4).JPG,816,612,orange,431,199,661,439
litchi005T(4).JPG,816,612,litchi,455,277,601,412
mango003S(4).JPG,816,612,mango,424,245,675,396
apple015S(3).JPG,816,612,apple,412,256,625,444
orange001T(4).JPG,816,612,orange,253,153,458,334
peach005T(6).JPG,816,612,peach,440,214,675,465
apple016S(25).JPG,816,612,apple,403,148,627,351
mix012T(4).JPG,816,612,mango,329,76,519,273
mix012T(4).JPG,816,612,lemon,340,377,486,511
grape002T(8).JPG,816,612,grape,371,189,671,478
lemon003S(7).JPG,816,612,lemon,492,220,631,355
sachima002S(15).JPG,816,612,sachima,429,285,665,397
mix002T(4).JPG,816,612,banana,205,231,416,354
mix002T(4).JPG,816,612,apple,460,152,716,369
sachima003T(5).JPG,816,612,sachima,424,221,598,410
apple002S(7).JPG,816,612,apple,118,169,449,459
apple017T(21).JPG,816,612,apple,351,187,566,396
doughnut007S(4).JPG,816,612,doughnut,404,261,666,359
lemon004T(11).JPG,816,612,lemon,479,269,632,451
apple016T(21).JPG,816,612,apple,355,220,555,426
peach002T(2).JPG,816,612,peach,461,255,632,420
bread001T(1).JPG,816,612,bread,111,132,509,521
sachima003T(11).JPG,816,612,sachima,428,193,640,427
fired_dough_twist001T(8).JPG,816,612,fired_dough_twist,418,154,532,401
sachima002T(11).JPG,816,612,sachima,356,225,541,406
lemon004S(3).JPG,816,612,lemon,491,161,644,286
sachima004T(1).JPG,816,612,sachima,385,234,581,400
plum003S(23).JPG,816,612,plum,409,229,574,373
sachima002S(6).JPG,816,612,sachima,458,275,695,390
lemon002T(4).JPG,816,612,lemon,361,309,530,456
mooncake001T(2).JPG,816,612,mooncake,411,276,536,397
orange011S(16).JPG,816,612,orange,434,114,633,300
bread007S(6).JPG,816,612,bread,266,330,792,433
peach004S(5).JPG,816,612,peach,474,196,607,321
bun001S(2).JPG,816,612,bun,398,206,612,387
doughnut001T(3).JPG,816,612,doughnut,214,162,506,472
mango002T(7).JPG,816,612,mango,416,250,587,493
litchi004S(7).JPG,816,612,litchi,528,312,651,418
orange010S(7).JPG,816,612,orange,457,96,653,289
plum001T(1).JPG,816,612,plum,464,210,696,433
qiwi006S(1).JPG,816,612,qiwi,209,258,398,397
egg006T(4).JPG,816,612,egg,547,252,664,399
tomato004T(15).JPG,816,612,tomato,465,227,699,442
banana001S(3).JPG,816,612,banana,216,260,609,352
pear006S(5).JPG,504,378,pear,280,84,424,206
pear003T(11).JPG,816,612,pear,396,190,617,411
banana011S(3).JPG,816,612,banana,342,346,699,435
fired_dough_twist001S(6).JPG,816,612,fired_dough_twist,371,236,676,354
pear002T(11).JPG,816,612,pear,376,182,547,359
fired_dough_twist007T(1).JPG,504,378,fired_dough_twist,162,113,218,239
sachima002T(8).JPG,816,612,sachima,423,203,602,401
orange010T(9).JPG,816,612,orange,406,216,682,478
lemon001S(17).JPG,816,612,lemon,448,209,595,333
mango002S(9).JPG,816,612,mango,440,290,677,416
bread007T(8).JPG,816,612,bread,75,80,468,467
mooncake006S(8).JPG,816,612,mooncake,447,296,629,371
apple008T(3).JPG,816,612,apple,393,126,644,383
apple018T(3).JPG,816,612,apple,452,203,693,431
egg007S(7).JPG,816,612,egg,494,207,659,326
lemon001T(13).JPG,816,612,lemon,437,273,610,477
qiwi007T(2).JPG,816,612,qiwi,317,295,498,436
bun006T(8).JPG,816,612,bun,406,185,627,442
mix009T(3).JPG,816,612,orange,373,79,601,294
mix009T(3).JPG,816,612,lemon,417,405,584,559
doughnut005T(13).JPG,816,612,doughnut,375,212,639,486
peach005S(8).JPG,816,612,peach,464,210,644,365
doughnut004T(13).JPG,816,612,doughnut,394,210,652,482
pear001S(1).JPG,816,612,pear,478,97,669,291
tomato004S(11).JPG,816,612,tomato,463,183,663,320
pear003S(15).JPG,816,612,pear,439,177,663,392
lemon003T(9).JPG,816,612,lemon,510,292,664,466
fired_dough_twist006S(2).JPG,504,378,fired_dough_twist,276,174,426,227
grape002S(6).JPG,816,612,grape,370,197,673,369
mango008S(3).JPG,816,612,mango,409,265,601,365
banana013T(11).JPG,816,612,banana,374,182,536,537
pear002S(15).JPG,816,612,pear,447,244,657,437
egg002T(6).JPG,816,612,egg,481,250,614,420
qiwi002S(3).JPG,816,612,qiwi,382,196,551,338
doughnut008S(1).JPG,816,612,doughnut,452,252,724,355
mooncake003T(9).JPG,816,612,mooncake,427,283,550,402
plum002S(15).JPG,816,612,plum,453,285,606,416
fired_dough_twist005S(4).JPG,816,612,fired_dough_twist,400,269,683,378
banana015S(1).JPG,504,378,banana,25,153,272,247
pear002S(7).JPG,816,612,pear,421,255,634,455
banana005S(1).JPG,816,612,banana,81,155,573,240
orange009T(5).JPG,816,612,orange,379,208,573,387
plum003S(15).JPG,816,612,plum,462,256,619,400
mango010S(10).JPG,816,612,mango,486,254,626,353
banana013T(6).JPG,816,612,banana,363,97,527,489
fired_dough_twist003T(3).JPG,816,612,fired_dough_twist,489,154,615,430
plum003S(4).JPG,816,612,plum,448,247,612,385
apple016T(17).JPG,816,612,apple,350,209,558,422
qiwi004T(4).JPG,816,612,qiwi,217,262,393,470
egg004S(1).JPG,816,612,egg,585,275,724,406
apple017T(17).JPG,816,612,apple,439,225,674,453
orange008S(6).JPG,816,612,orange,456,169,658,339
pear003T(4).JPG,816,612,pear,371,226,596,446
banana004T(2).JPG,816,612,banana,283,59,670,516
fired_dough_twist004T(7).JPG,816,612,fired_dough_twist,454,184,571,429
banana014T(2).JPG,816,612,banana,390,79,623,529
doughnut009T(2).JPG,816,612,doughnut,379,216,592,423
qiwi008S(9).JPG,504,378,qiwi,114,160,219,253
apple016S(13).JPG,816,612,apple,418,140,645,344
apple017S(8).JPG,816,612,apple,422,246,655,451
apple017S(13).JPG,816,612,apple,418,222,658,428
egg003S(5).JPG,816,612,egg,469,295,607,400
egg005T(2).JPG,816,612,egg,477,290,586,424
qiwi005S(7).JPG,816,612,qiwi,479,261,667,406
mango007T(8).JPG,816,612,mango,484,238,617,417
tomato003T(28).JPG,816,612,tomato,431,235,677,471
plum002T(7).JPG,816,612,plum,523,243,715,414
plum001T(18).JPG,816,612,plum,449,211,663,403
banana012S(5).JPG,816,612,banana,307,282,624,356
plum002T(11).JPG,816,612,plum,460,219,642,376
plum003T(11).JPG,816,612,plum,408,217,594,390
pear005S(3).JPG,504,378,pear,320,97,482,269
mooncake001S(11).JPG,816,612,mooncake,510,334,633,400
qiwi005T(5).JPG,816,612,qiwi,325,330,529,496
plum002S(5).JPG,816,612,plum,441,274,588,414
peach001T(8).JPG,816,612,peach,478,267,623,419
sachima005T(20).JPG,816,612,sachima,435,229,654,412
banana012T(7).JPG,816,612,banana,398,167,556,511
fired_dough_twist002T(2).JPG,816,612,fired_dough_twist,456,177,578,416
lemon002T(20).JPG,816,612,lemon,419,222,604,384
pear005T(1).JPG,504,378,pear,186,98,310,210
orange008T(4).JPG,816,612,orange,401,224,664,450
pear003S(6).JPG,816,612,pear,442,172,657,383
peach001T(10).JPG,816,612,peach,453,244,618,415
fired_dough_twist004S(5).JPG,816,612,fired_dough_twist,394,269,648,379
mooncake002T(8).JPG,816,612,mooncake,375,244,505,373
plum004T(2).JPG,816,612,plum,416,283,606,463
plum004S(12).JPG,816,612,plum,469,225,610,355
qiwi003S(2).JPG,816,612,qiwi,448,231,675,382
peach001S(14).JPG,816,612,peach,457,254,616,399
pear004S(2).JPG,816,612,pear,435,205,619,388
banana013S(4).JPG,816,612,banana,300,262,709,346
fired_dough_twist003S(1).JPG,816,612,fired_dough_twist,388,259,700,378
plum004T(16).JPG,816,612,plum,434,292,669,486
plum003T(6).JPG,816,612,plum,419,226,603,394
qiwi004S(6).JPG,816,612,qiwi,116,231,378,385
mango006T(9).JPG,816,612,mango,389,222,530,436
egg004T(3).JPG,816,612,egg,435,299,614,437
egg002s(4).JPG,816,612,egg,496,230,619,348
mooncake001T(15).JPG,816,612,mooncake,487,231,620,367
qiwi002T(1).JPG,816,612,qiwi,304,126,541,338
apple016S(9).JPG,816,612,apple,394,142,606,348
tomato004T(9).JPG,816,612,tomato,409,272,639,509
doughnut008T(3).JPG,816,612,doughnut,373,196,632,422
grape001T(2).JPG,816,612,grape,224,111,657,509
fired_dough_twist005T(6).JPG,816,612,fired_dough_twist,443,175,546,424
grape001S(11).JPG,816,612,grape,355,136,772,419
banana015T(3).JPG,504,378,banana,143,96,426,243
lemon002S(24).JPG,816,612,lemon,473,243,603,370
banana005T(3).JPG,816,612,banana,127,235,653,494
pear002T(5).JPG,816,612,pear,432,236,638,425
orange009S(7).JPG,816,612,orange,421,182,600,360
bun008S(2).JPG,816,612,bun,419,205,678,333
mix009S(1).JPG,816,612,orange,335,218,511,382
mix009S(1).JPG,816,612,lemon,606,261,746,387
mango003S(8).JPG,816,612,mango,437,279,700,432
sachima001S(10).JPG,816,612,sachima,469,311,682,418
orange011T(8).JPG,816,612,orange,442,177,654,406
litchi005T(8).JPG,816,612,litchi,461,231,606,376
egg001S(2).JPG,816,612,egg,432,285,568,389
sachima003T(9).JPG,816,612,sachima,413,232,597,422
pear001T(3).JPG,816,612,pear,417,251,664,490
grape002T(4).JPG,816,612,grape,322,177,642,443
mango008T(1).JPG,816,612,mango,449,264,589,460
apple008S(1).JPG,816,612,apple,441,190,662,381
banana010S(2).JPG,816,612,banana,280,297,750,388
peach004S(20).JPG,816,612,peach,459,219,594,351
apple018S(11).JPG,816,612,apple,456,146,665,331
apple018S(1).JPG,816,612,apple,446,192,644,369
orange009S(15).JPG,816,612,orange,251,223,454,418
egg007T(5).JPG,816,612,egg,393,275,556,390
tomato002T(12).JPG,816,612,tomato,416,239,619,440
qiwi006S(12).JPG,816,612,qiwi,202,261,369,398
tomato003T(12).JPG,816,612,tomato,448,250,654,450
apple013T(8).JPG,816,612,apple,246,302,447,506
orange008S(15).JPG,816,612,orange,456,216,630,381
qiwi007S(12).JPG,612,612,qiwi,376,251,555,418
tomato001S(8).JPG,816,612,tomato,431,244,632,386
plum001T(22).JPG,816,612,plum,432,250,655,469
mango009S(2).JPG,816,612,mango,446,328,710,452
fired_dough_twist007S(3).JPG,504,378,fired_dough_twist,346,151,484,235
mango004T(10).JPG,816,612,mango,409,311,559,414
lemon002T(8).JPG,816,612,lemon,395,256,570,419
mango005T(10).JPG,816,612,mango,439,235,571,435
orange009T(11).JPG,816,612,orange,398,236,604,429
peach004S(9).JPG,816,612,peach,468,225,611,359
orange008T(11).JPG,816,612,orange,421,221,663,490
tomato003S(16).JPG,816,612,tomato,445,262,631,389
pear004S(12).JPG,816,612,pear,444,169,640,352
mix008T(2).JPG,816,612,tomato,385,68,576,272
mix008T(2).JPG,816,612,banana,247,352,704,546
plum001S(3).JPG,816,612,plum,437,187,618,352
doughnut007S(8).JPG,816,612,doughnut,402,261,678,362
qiwi006T(3).JPG,816,612,qiwi,366,286,558,455
egg006S(6).JPG,816,612,egg,530,317,704,440
apple019T(2).JPG,504,378,apple,116,63,256,194
pear006T(7).JPG,504,378,pear,139,96,263,240
banana001T(1).JPG,816,612,banana,284,188,633,330
apple009T(2).JPG,816,612,apple,218,290,409,488
banana011T(1).JPG,816,612,banana,416,164,611,547
fired_dough_twist001T(4).JPG,816,612,fired_dough_twist,406,191,516,433
mooncake001T(5).JPG,816,612,mooncake,452,218,591,348
mango009S(9).JPG,816,612,mango,476,368,731,493
sachima002S(1).JPG,816,612,sachima,442,277,662,393
lemon002T(3).JPG,816,612,lemon,419,283,576,474
mango006T(12).JPG,816,612,mango,409,261,524,444
doughnut001T(4).JPG,816,612,doughnut,247,176,500,439
orange010S(11).JPG,816,612,orange,449,119,655,318
mango007T(12).JPG,816,612,mango,510,228,660,425
bun001S(5).JPG,816,612,bun,432,248,658,388
peach004S(2).JPG,816,612,peach,450,214,586,340
bread007S(1).JPG,816,612,bread,317,303,795,418
orange011S(11).JPG,816,612,orange,448,117,645,305
apple014T(7).JPG,816,612,apple,349,216,559,445
bread001T(6).JPG,816,612,bread,139,134,544,561
plum001S(8).JPG,816,612,plum,492,174,692,350
bun007T(2).JPG,816,612,bun,435,155,665,412
peach002T(5).JPG,816,612,peach,439,269,588,417
apple017T(26).JPG,816,612,apple,375,205,621,441
litchi002T(7).JPG,816,612,litchi,451,227,589,360
doughnut007S(3).JPG,816,612,doughnut,447,278,692,373
qiwi006T(8).JPG,816,612,qiwi,414,318,616,496
mango004S(7).JPG,816,612,mango,388,353,543,436
lemon004S(4).JPG,816,612,lemon,502,195,636,319
sachima004T(6).JPG,816,612,sachima,364,274,541,438
peach005T(1).JPG,816,612,peach,427,196,659,397
apple016S(22).JPG,816,612,apple,406,139,633,345
orange001T(3).JPG,816,612,orange,289,165,465,377
bread006T(2).JPG,816,612,bread,109,100,445,441
apple015S(4).JPG,816,612,apple,396,162,622,356
litchi005T(3).JPG,816,612,litchi,523,245,661,399
orange011T(3).JPG,816,612,orange,409,183,644,413
apple017S(22).JPG,816,612,apple,450,196,686,401
mango003S(3).JPG,816,612,mango,454,253,725,412
lemon004S(12).JPG,816,612,lemon,460,216,583,341
mix002T(3).JPG,816,612,apple,314,34,528,255
mix002T(3).JPG,816,612,banana,174,310,628,464
sachima002S(12).JPG,816,612,sachima,462,244,703,354
sachima003T(2).JPG,816,612,sachima,346,209,583,409
pear001T(8).JPG,816,612,pear,430,189,653,411
sachima003S(12).JPG,816,612,sachima,482,281,680,389
mix012T(3).JPG,816,612,lemon,375,65,531,201
mix012T(3).JPG,816,612,orange,372,318,582,512
mix014S(4).JPG,816,612,pear,229,265,445,490
mix014S(4).JPG,816,612,mango,588,379,778,501
mooncake006T(1).JPG,816,612,mooncake,436,195,647,403
plum003T(20).JPG,816,612,plum,432,260,607,415
sachima005S(5).JPG,816,612,sachima,441,225,653,324
mix004S(4).JPG,816,612,apple,316,148,534,363
mix004S(4).JPG,816,612,qiwi,577,217,776,364
tomato001T(10).JPG,816,612,tomato,366,205,644,461
mango005T(4).JPG,816,612,mango,405,294,516,483
litchi003S(4).JPG,816,612,litchi,507,299,629,416
tomato001S(3).JPG,816,612,tomato,427,289,632,427
tomato003T(19).JPG,816,612,tomato,145,135,210,196
orange007S(4).JPG,816,612,orange,472,157,717,350
apple013T(3).JPG,816,612,apple,269,245,509,483
orange011T(15).JPG,816,612,orange,477,261,713,465
bun006S(1).JPG,816,612,bun,412,262,660,431
peach003S(6).JPG,816,612,peach,495,236,661,391
mix007S(2).JPG,816,612,mango,305,237,463,356
mix007S(2).JPG,816,612,banana,479,288,654,360
tomato004T(24).JPG,816,612,tomato,437,244,642,445
pear004S(9).JPG,816,612,pear,457,146,645,347
pear002T(20).JPG,816,612,pear,414,224,604,403
mooncake005T(7).JPG,816,612,mooncake,477,211,643,369
orange004S(2).JPG,816,612,orange,378,186,694,502
bread003S(3).JPG,816,612,bread,46,369,513,447
tomato002S(5).JPG,816,612,tomato,393,207,557,339
orange014S(2).JPG,504,378,orange,274,124,430,259
doughnut005T(6).JPG,816,612,doughnut,383,240,628,482
mango006T(2).JPG,816,612,mango,382,215,521,437
doughnut003S(1).JPG,816,612,doughnut,126,210,476,368
orange012T(5).JPG,504,378,orange,129,113,229,214
apple006S(2).JPG,816,612,apple,293,168,572,375
tomato004T(2).JPG,816,612,tomato,430,224,642,434
mango010S(5).JPG,816,612,mango,483,239,619,337
grape002S(13).JPG,816,612,grape,366,152,709,337
apple016S(2).JPG,816,612,apple,461,87,695,301
banana015T(8).JPG,504,378,banana,225,73,342,298
doughnut008T(8).JPG,816,612,doughnut,442,186,683,455
grape001T(9).JPG,816,612,grape,285,124,596,472
mooncake002T(17).JPG,816,612,mooncake,447,283,574,408
doughnut004S(5).JPG,816,612,doughnut,421,303,649,397
doughnut008T(13).JPG,816,612,doughnut,387,178,644,450
mango007S(1).JPG,816,612,mango,459,299,630,381
litchi001T(1).JPG,816,612,litchi,453,236,596,368
orange015T(1).JPG,504,378,orange,238,118,347,224
tomato003T(6).JPG,816,612,tomato,437,250,679,475
grape002T(17).JPG,816,612,grape,383,151,690,449
doughnut009T(13).JPG,816,612,doughnut,428,197,683,442
orange005T(1).JPG,816,612,orange,242,290,439,487
banana009S(5).JPG,816,612,banana,64,257,554,361
bun004T(4).JPG,816,612,bun,294,283,543,449
peach001T(3).JPG,816,612,peach,463,236,656,413
fired_dough_twist002T(9).JPG,816,612,fired_dough_twist,415,259,515,456
mooncake003S(13).JPG,816,612,mooncake,494,271,619,335
mooncake004S(4).JPG,816,612,mooncake,484,338,601,388
mooncake002S(13).JPG,816,612,mooncake,486,362,604,424
mix006T(1).JPG,816,612,mango,340,119,573,291
mix006T(1).JPG,816,612,banana,295,361,675,549
lemon001T(5).JPG,816,612,lemon,447,257,625,416
sachima001S(7).JPG,816,612,sachima,421,279,648,399
tomato004S(20).JPG,816,612,tomato,456,144,661,282
mooncake002T(3).JPG,816,612,mooncake,431,210,566,345
mix010S(6).JPG,816,612,lemon,324,267,452,390
mix010S(6).JPG,816,612,tomato,554,265,750,393
bun002S(3).JPG,816,612,bun,436,262,691,393
orange003S(6).JPG,816,612,orange,183,205,485,503
plum004T(9).JPG,816,612,plum,422,263,602,461
apple017T(1).JPG,816,612,apple,404,242,645,479
plum004S(19).JPG,816,612,plum,459,260,615,391
apple007T(1).JPG,816,612,apple,281,83,543,357
mango001T(6).JPG,816,612,mango,374,238,540,465
doughnut002T(2).JPG,816,612,doughnut,144,222,400,479
lemon001S(7).JPG,816,612,lemon,482,237,624,355
sachima001T(5).JPG,816,612,sachima,369,200,538,399
mooncake002S(1).JPG,816,612,mooncake,471,319,597,374
apple015S(11).JPG,816,612,apple,387,173,600,367
doughnut009T(9).JPG,816,612,doughnut,367,191,642,451
qiwi008S(2).JPG,504,378,qiwi,132,170,237,262
mix010T(4).JPG,816,612,tomato,345,56,534,255
mix010T(4).JPG,816,612,lemon,349,363,515,504
banana014T(9).JPG,816,612,banana,316,90,530,466
bun002T(1).JPG,816,612,bun,332,227,591,430
apple016S(18).JPG,816,612,apple,372,149,589,351
orange003T(4).JPG,816,612,orange,399,193,724,515
apple017S(3).JPG,816,612,apple,424,245,661,451
orange013T(4).JPG,504,378,orange,150,91,265,207
apple007S(3).JPG,816,612,apple,392,111,662,364
apple017S(18).JPG,816,612,apple,437,226,675,428
mango001S(4).JPG,816,612,mango,403,259,661,416
doughnut004T(7).JPG,816,612,doughnut,368,234,620,488
mango007T(3).JPG,816,612,mango,456,280,588,466
litchi001S(3).JPG,816,612,litchi,480,303,597,415
orange015S(3).JPG,504,378,orange,16,107,186,259
tomato003S(4).JPG,816,612,tomato,486,306,738,491
plum001T(13).JPG,816,612,plum,413,169,623,379
orange005S(3).JPG,816,612,orange,353,279,564,493
banana009T(7).JPG,816,612,banana,283,112,517,533
tomato003T(23).JPG,816,612,tomato,410,262,621,477
bread002S(2).JPG,816,612,bread,106,356,527,486
apple011T(4).JPG,816,612,apple,257,228,499,459
bun004S(6).JPG,816,612,bun,432,200,747,375
peach001S(1).JPG,816,612,peach,493,238,645,384
mooncake004T(6).JPG,816,612,mooncake,471,273,632,423
peach004S(11).JPG,816,612,peach,464,233,603,362
mix006S(3).JPG,816,612,banana,240,325,429,415
mix006S(3).JPG,816,612,mango,492,292,647,415
doughnut003T(3).JPG,816,612,doughnut,227,278,496,552
orange012S(7).JPG,504,378,orange,311,108,486,261
plum001S(17).JPG,816,612,plum,439,194,646,367
mango010T(7).JPG,816,612,mango,395,236,632,388
bun003S(2).JPG,816,612,bun,447,176,734,373
orange008T(20).JPG,816,612,orange,391,291,620,491
tomato003S(27).JPG,816,612,tomato,466,270,642,396
mooncake003T(2).JPG,816,612,mooncake,460,248,594,379
peach004T(15).JPG,816,612,peach,445,246,618,408
mango009T(10).JPG,816,612,mango,409,298,620,448
mooncake005S(5).JPG,816,612,mooncake,507,324,626,387
fired_dough_twist003T(8).JPG,816,612,fired_dough_twist,473,140,596,413
banana008S(4).JPG,816,612,banana,277,264,800,387
bread003T(1).JPG,816,612,bread,126,173,541,564
bun005T(5).JPG,816,612,bun,370,260,620,464
tomato002T(7).JPG,816,612,tomato,445,240,635,427
doughnut005S(4).JPG,816,612,doughnut,410,299,650,384
tomato003S(31).JPG,816,612,tomato,444,209,634,344
lemon003T(11).JPG,816,612,lemon,448,242,598,406
mooncake006S(3).JPG,816,612,mooncake,433,305,607,375
sachima005T(7).JPG,816,612,sachima,439,239,634,453
apple018T(8).JPG,816,612,apple,394,218,622,450
lemon002T(11).JPG,816,612,lemon,457,242,626,432
qiwi007T(9).JPG,612,612,qiwi,281,293,484,449
sachima004T(11).JPG,816,612,sachima,426,195,599,394
doughnut006S(2).JPG,816,612,doughnut,433,327,668,407
mango005S(6).JPG,816,612,mango,439,308,620,400
litchi003T(6).JPG,816,612,litchi,469,270,619,393
apple003S(1).JPG,816,612,apple,92,147,389,435
lemon001T(18).JPG,816,612,lemon,434,282,638,457
tomato001T(1).JPG,816,612,tomato,345,203,569,426
sachima005T(11).JPG,816,612,sachima,379,216,560,430
orange007T(6).JPG,816,612,orange,181,282,376,499
apple013S(1).JPG,816,612,apple,445,180,661,385
bun006T(3).JPG,816,612,bun,328,149,599,367
peach003T(4).JPG,816,612,peach,485,259,676,434
peach005S(3).JPG,816,612,peach,465,205,637,368
orange001S(1).JPG,816,612,orange,206,128,438,356
plum004S(23).JPG,816,612,plum,471,226,634,358
apple015T(6).JPG,816,612,apple,406,235,666,482
litchi005S(1).JPG,816,612,litchi,445,333,573,447
orange011S(1).JPG,816,612,orange,484,117,690,311
apple005T(6).JPG,816,612,apple,36,167,333,445
mango003T(1).JPG,816,612,mango,323,236,561,400
mix002S(1).JPG,816,612,banana,226,296,485,411
mix002S(1).JPG,816,612,apple,510,214,748,418
lemon003T(2).JPG,816,612,lemon,440,273,606,427
doughnut007T(11).JPG,816,612,doughnut,371,202,600,400
mango008S(8).JPG,816,612,mango,417,227,617,325
mix012S(1).JPG,816,612,lemon,312,172,450,306
mix012S(1).JPG,816,612,orange,557,111,765,310
doughnut006T(11).JPG,816,612,doughnut,398,166,688,442
pear001T(13).JPG,816,612,pear,376,234,567,432
bread001S(4).JPG,816,612,bread,90,386,511,487
apple012T(2).JPG,816,612,apple,320,188,540,409
peach002S(7).JPG,816,612,peach,453,267,602,428
litchi002S(5).JPG,816,612,litchi,487,310,610,414
apple002T(2).JPG,816,612,apple,453,80,705,335
doughnut007T(1).JPG,816,612,doughnut,427,197,686,468
mango004T(5).JPG,816,612,mango,428,325,553,508
lemon004T(6).JPG,816,612,lemon,432,231,603,380
doughnut007S(15).JPG,816,612,doughnut,440,282,693,376
sachima004S(4).JPG,816,612,sachima,467,335,656,436
doughnut006S(15).JPG,816,612,doughnut,394,270,661,366
banana011S(8).JPG,816,612,banana,343,324,767,417
mooncake001S(7).JPG,816,612,mooncake,467,318,591,376
lemon003S(15).JPG,816,612,lemon,465,187,602,322
mix013T(2).JPG,816,612,pear,370,122,548,298
mix013T(2).JPG,816,612,lemon,395,366,529,487
sachima002T(3).JPG,816,612,sachima,416,284,595,488
lemon002S(15).JPG,816,612,lemon,494,248,644,371
mix003T(2).JPG,816,612,apple,368,89,597,307
mix003T(2).JPG,816,612,qiwi,334,353,516,519
lemon002S(1).JPG,816,612,lemon,529,325,771,517
mango002S(2).JPG,816,612,mango,428,352,675,485
orange010T(2).JPG,816,612,orange,459,172,699,419
litchi004T(2).JPG,816,612,litchi,440,215,587,373
sachima005S(15).JPG,816,612,sachima,409,248,623,352
bun001T(7).JPG,816,612,bun,442,261,646,499
apple014S(5).JPG,816,612,apple,119,175,346,376
bread007T(3).JPG,816,612,bread,220,59,585,433
qiwi006T(4).JPG,816,612,qiwi,437,231,646,412
egg006S(1).JPG,816,612,egg,487,317,610,435
plum001S(4).JPG,816,612,plum,467,182,656,349
fired_dough_twist001T(3).JPG,816,612,fired_dough_twist,441,165,562,422
banana011T(6).JPG,816,612,banana,243,260,617,435
apple019T(5).JPG,504,378,apple,138,133,272,262
lemon004S(8).JPG,816,612,lemon,491,214,625,338
banana007S(1).JPG,816,612,banana,217,257,481,364
mango009S(5).JPG,816,612,mango,498,338,697,465
mooncake001T(9).JPG,816,612,mooncake,484,288,627,424
fired_dough_twist007S(4).JPG,504,378,fired_dough_twist,226,149,487,239
tomato003S(11).JPG,816,612,tomato,437,257,626,383
orange008T(16).JPG,816,612,orange,370,238,593,441
qiwi007T(11).JPG,612,612,qiwi,259,294,449,445
pear004S(15).JPG,816,612,pear,491,237,672,419
plum001S(21).JPG,816,612,plum,473,178,668,347
orange009T(16).JPG,816,612,orange,117,265,318,473
tomato002S(11).JPG,816,612,tomato,425,244,584,381
qiwi006T(11).JPG,816,612,qiwi,422,280,603,488
